Store;Date;Temperature;Unemployment;IsHoliday
2;27/7/12;86.37;6.565;FALSE
2;3/8/12;90.22;6.565;FALSE
2;10/8/12;88.55;6.565;FALSE
2;17/8/12;84.79;6.565;FALSE
2;24/8/12;76.91;6.565;FALSE
2;31/8/12;82.64;6.565;FALSE
2;7/9/12;87.65;6.565;TRUE
2;14/9/12;75.88;6.565;FALSE
2;21/9/12;71.09;6.565;FALSE
2;28/9/12;79.45;6.565;FALSE
2;5/10/12;70.27;6.17;FALSE
2;12/10/12;60.97;6.17;FALSE
2;19/10/12;68.08;6.17;FALSE
2;26/10/12;69.79;6.17;FALSE
2;2/11/12;56.4;6.17;FALSE
2;9/11/12;61.9;6.17;FALSE
2;16/11/12;52.72;6.17;FALSE
2;23/11/12;58.06;6.17;TRUE
2;30/11/12;52.64;6.17;FALSE
2;7/12/12;64.19;6.17;FALSE
2;14/12/12;47.69;6.17;FALSE
2;21/12/12;55.14;6.17;FALSE
2;28/12/12;41.56;6.17;TRUE
2;4/1/13;39.12;6.237;FALSE
2;11/1/13;47.42;6.237;FALSE
2;18/1/13;40.98;6.237;FALSE
2;25/1/13;51.33;6.237;FALSE
2;1/2/13;54.75;6.237;FALSE
2;8/2/13;56.08;6.237;TRUE
2;15/2/13;48.92;6.237;FALSE
2;22/2/13;48.16;6.237;FALSE
2;1/3/13;46.08;6.237;FALSE
2;8/3/13;51.12;6.237;FALSE
2;15/3/13;55.14;6.237;FALSE
2;22/3/13;59.97;6.237;FALSE
2;29/3/13;50.54;6.237;FALSE
2;5/4/13;58.3;6.112;FALSE
2;12/4/13;61.23;6.112;FALSE
2;19/4/13;67.05;6.112;FALSE
2;26/4/13;58.13;6.112;FALSE
2;3/5/13;65.26;NA;FALSE
2;10/5/13;63.51;NA;FALSE
2;17/5/13;70.55;NA;FALSE
2;24/5/13;76.83;NA;FALSE
2;31/5/13;78.05;NA;FALSE
2;7/6/13;76.2;NA;FALSE
2;14/6/13;80.91;NA;FALSE
2;21/6/13;81.11;NA;FALSE
2;28/6/13;85.37;NA;FALSE
2;5/7/13;79.48;NA;FALSE
2;12/7/13;85.41;NA;FALSE
2;19/7/13;79.16;NA;FALSE
2;26/7/13;83.17;NA;FALSE
3;5/2/10;45.71;7.368;FALSE
3;12/2/10;47.93;7.368;TRUE
3;19/2/10;47.07;7.368;FALSE
3;26/2/10;52.05;7.368;FALSE
3;5/3/10;53.04;7.368;FALSE
3;12/3/10;63.08;7.368;FALSE
3;19/3/10;60.42;7.368;FALSE
3;26/3/10;57.06;7.368;FALSE
3;2/4/10;65.56;7.343;FALSE
3;9/4/10;68;7.343;FALSE
3;16/4/10;66.98;7.343;FALSE
3;23/4/10;67.87;7.343;FALSE
3;30/4/10;70.24;7.343;FALSE
3;7/5/10;73.47;7.343;FALSE
3;14/5/10;77.18;7.343;FALSE
3;21/5/10;75.81;7.343;FALSE
3;28/5/10;78.6;7.343;FALSE
3;4/6/10;78.53;7.343;FALSE
3;11/6/10;82.1;7.343;FALSE
3;18/6/10;83.52;7.343;FALSE
3;25/6/10;83.79;7.343;FALSE
3;2/7/10;82.2;7.346;FALSE
3;9/7/10;81.75;7.346;FALSE
3;16/7/10;84.32;7.346;FALSE
3;23/7/10;83.32;7.346;FALSE
3;30/7/10;82.04;7.346;FALSE
3;6/8/10;85.13;7.346;FALSE
3;13/8/10;86.74;7.346;FALSE
3;20/8/10;88.02;7.346;FALSE
3;27/8/10;86.15;7.346;FALSE
3;3/9/10;84.16;7.346;FALSE
3;10/9/10;80.84;7.346;TRUE
3;17/9/10;82.36;7.346;FALSE
3;24/9/10;76.9;7.346;FALSE
3;1/10/10;73.6;7.564;FALSE
3;8/10/10;66.99;7.564;FALSE
3;15/10/10;69.71;7.564;FALSE
3;22/10/10;71.64;7.564;FALSE
3;29/10/10;72.04;7.564;FALSE
3;5/11/10;62.94;7.564;FALSE
3;12/11/10;62.79;7.564;FALSE
3;19/11/10;57.72;7.564;FALSE
3;26/11/10;68.71;7.564;TRUE
3;3/12/10;53.76;7.564;FALSE
3;10/12/10;51.13;7.564;FALSE
3;17/12/10;52.2;7.564;FALSE
3;24/12/10;57.16;7.564;FALSE
3;31/12/10;53.2;7.564;TRUE
3;7/1/11;53.35;7.551;FALSE
3;14/1/11;44.76;7.551;FALSE
3;21/1/11;50.74;7.551;FALSE
3;28/1/11;48.71;7.551;FALSE
3;4/2/11;45.95;7.551;FALSE
3;11/2/11;43.57;7.551;TRUE
3;18/2/11;61.58;7.551;FALSE
3;25/2/11;67.4;7.551;FALSE
3;4/3/11;65.11;7.551;FALSE
3;11/3/11;61.29;7.551;FALSE
3;18/3/11;69.47;7.551;FALSE
3;25/3/11;72.94;7.551;FALSE
3;1/4/11;68.76;7.574;FALSE
3;8/4/11;72.55;7.574;FALSE
3;15/4/11;75.88;7.574;FALSE
3;22/4/11;76.91;7.574;FALSE
3;29/4/11;78.69;7.574;FALSE
3;6/5/11;69.45;7.574;FALSE
3;13/5/11;79.87;7.574;FALSE
3;20/5/11;75.79;7.574;FALSE
3;27/5/11;84.41;7.574;FALSE
3;3/6/11;84.29;7.574;FALSE
3;10/6/11;84.84;7.574;FALSE
3;17/6/11;86.96;7.574;FALSE
3;24/6/11;84.94;7.574;FALSE
3;1/7/11;85.1;7.567;FALSE
3;8/7/11;85.38;7.567;FALSE
3;15/7/11;87.14;7.567;FALSE
3;22/7/11;86.19;7.567;FALSE
3;29/7/11;88.07;7.567;FALSE
3;5/8/11;88.45;7.567;FALSE
3;12/8/11;88.88;7.567;FALSE
3;19/8/11;88.44;7.567;FALSE
3;26/8/11;87.67;7.567;FALSE
3;2/9/11;89.12;7.567;FALSE
3;9/9/11;81.72;7.567;TRUE
3;16/9/11;83.63;7.567;FALSE
3;23/9/11;80.19;7.567;FALSE
3;30/9/11;82.58;7.567;FALSE
3;7/10/11;75.54;7.197;FALSE
3;14/10/11;73.75;7.197;FALSE
3;21/10/11;69.03;7.197;FALSE
3;28/10/11;71.04;7.197;FALSE
3;4/11/11;59.31;7.197;FALSE
3;11/11/11;61.7;7.197;FALSE
3;18/11/11;63.91;7.197;FALSE
3;25/11/11;68;7.197;TRUE
3;2/12/11;54.97;7.197;FALSE
3;9/12/11;49.26;7.197;FALSE
3;16/12/11;57.95;7.197;FALSE
3;23/12/11;53.41;7.197;FALSE
3;30/12/11;48.29;7.197;TRUE
3;6/1/12;52.42;6.833;FALSE
3;13/1/12;51.86;6.833;FALSE
3;20/1/12;56.2;6.833;FALSE
3;27/1/12;58.06;6.833;FALSE
3;3/2/12;59.33;6.833;FALSE
3;10/2/12;51.65;6.833;TRUE
3;17/2/12;52.39;6.833;FALSE
3;24/2/12;60.12;6.833;FALSE
3;2/3/12;61.65;6.833;FALSE
3;9/3/12;60.71;6.833;FALSE
3;16/3/12;64;6.833;FALSE
3;23/3/12;66.53;6.833;FALSE
3;30/3/12;69.36;6.833;FALSE
3;6/4/12;73.01;6.664;FALSE
3;13/4/12;72.83;6.664;FALSE
3;20/4/12;72.05;6.664;FALSE
3;27/4/12;73.39;6.664;FALSE
3;4/5/12;79.51;6.664;FALSE
3;11/5/12;75.19;6.664;FALSE
3;18/5/12;72.38;6.664;FALSE
3;25/5/12;78.58;6.664;FALSE
3;1/6/12;81.55;6.664;FALSE
3;8/6/12;81.65;6.664;FALSE
3;15/6/12;84.66;6.664;FALSE
3;22/6/12;82.7;6.664;FALSE
3;29/6/12;86.42;6.664;FALSE
3;6/7/12;83.14;6.334;FALSE
3;13/7/12;82.28;6.334;FALSE
3;20/7/12;81.38;6.334;FALSE
3;27/7/12;84.94;6.334;FALSE
3;3/8/12;86.55;6.334;FALSE
3;10/8/12;85.85;6.334;FALSE
3;17/8/12;87.36;6.334;FALSE
3;24/8/12;83.01;6.334;FALSE
3;31/8/12;85.18;6.334;FALSE
3;7/9/12;84.99;6.334;TRUE
3;14/9/12;78.36;6.334;FALSE
3;21/9/12;72.78;6.334;FALSE
3;28/9/12;77.46;6.334;FALSE
3;5/10/12;72.74;6.034;FALSE
3;12/10/12;70.31;6.034;FALSE
3;19/10/12;73.44;6.034;FALSE
3;26/10/12;74.66;6.034;FALSE
3;2/11/12;61.61;6.034;FALSE
3;9/11/12;68.72;6.034;FALSE
3;16/11/12;61.1;6.034;FALSE
3;23/11/12;61.69;6.034;TRUE
3;30/11/12;57.5;6.034;FALSE
3;7/12/12;65.09;6.034;FALSE
3;14/12/12;54.72;6.034;FALSE
3;21/12/12;59.39;6.034;FALSE
3;28/12/12;51.76;6.034;TRUE
3;4/1/13;46.52;6.108;FALSE
3;11/1/13;49.83;6.108;FALSE
3;18/1/13;49.09;6.108;FALSE
3;25/1/13;57.85;6.108;FALSE
3;1/2/13;62.81;6.108;FALSE
3;8/2/13;62.77;6.108;TRUE
3;15/2/13;57.36;6.108;FALSE
3;22/2/13;59.96;6.108;FALSE
3;1/3/13;54.19;6.108;FALSE
3;8/3/13;57.25;6.108;FALSE
3;15/3/13;61.99;6.108;FALSE
3;22/3/13;70.38;6.108;FALSE
3;29/3/13;60.69;6.108;FALSE
3;5/4/13;65.89;5.999;FALSE
3;12/4/13;67.56;5.999;FALSE
3;19/4/13;71.69;5.999;FALSE
3;26/4/13;65.23;5.999;FALSE
3;3/5/13;69.73;NA;FALSE
3;10/5/13;68.93;NA;FALSE
3;17/5/13;75.33;NA;FALSE
3;24/5/13;81.27;NA;FALSE
3;31/5/13;78.99;NA;FALSE
3;7/6/13;80.11;NA;FALSE
3;14/6/13;78.61;NA;FALSE
3;21/6/13;82.81;NA;FALSE
3;28/6/13;85.14;NA;FALSE
3;5/7/13;81.59;NA;FALSE
3;12/7/13;84.86;NA;FALSE
3;19/7/13;81.11;NA;FALSE
3;26/7/13;85.53;NA;FALSE
4;5/2/10;43.76;8.623;FALSE
4;12/2/10;28.84;8.623;TRUE
4;19/2/10;36.45;8.623;FALSE
4;26/2/10;41.36;8.623;FALSE
4;5/3/10;43.49;8.623;FALSE
4;12/3/10;49.63;8.623;FALSE
4;19/3/10;55.19;8.623;FALSE
4;26/3/10;39.91;8.623;FALSE
4;2/4/10;48.77;7.896;FALSE
4;9/4/10;54.16;7.896;FALSE
4;16/4/10;56.23;7.896;FALSE
4;23/4/10;56.87;7.896;FALSE
4;30/4/10;53.04;7.896;FALSE
4;7/5/10;56.77;7.896;FALSE
4;14/5/10;62.35;7.896;FALSE
4;21/5/10;67.4;7.896;FALSE
4;28/5/10;67.73;7.896;FALSE
4;4/6/10;70.83;7.896;FALSE
4;11/6/10;78.45;7.896;FALSE
4;18/6/10;81.53;7.896;FALSE
4;25/6/10;81.1;7.896;FALSE
4;2/7/10;73.66;7.372;FALSE
4;9/7/10;80.35;7.372;FALSE
4;16/7/10;78.53;7.372;FALSE
4;23/7/10;79.78;7.372;FALSE
4;30/7/10;80.7;7.372;FALSE
4;6/8/10;76.53;7.372;FALSE
4;13/8/10;78.08;7.372;FALSE
4;20/8/10;78.83;7.372;FALSE
4;27/8/10;74.44;7.372;FALSE
4;3/9/10;76.8;7.372;FALSE
4;10/9/10;73.54;7.372;TRUE
4;17/9/10;64.91;7.372;FALSE
4;24/9/10;60.96;7.372;FALSE
4;1/10/10;63.96;7.127;FALSE
4;8/10/10;67.73;7.127;FALSE
4;15/10/10;62.03;7.127;FALSE
4;22/10/10;64.17;7.127;FALSE
4;29/10/10;56.94;7.127;FALSE
4;5/11/10;51.6;7.127;FALSE
4;12/11/10;52.65;7.127;FALSE
4;19/11/10;48.05;7.127;FALSE
4;26/11/10;48.08;7.127;TRUE
4;3/12/10;46.4;7.127;FALSE
4;10/12/10;42.4;7.127;FALSE
4;17/12/10;46.57;7.127;FALSE
4;24/12/10;43.21;7.127;FALSE
4;31/12/10;38.09;7.127;TRUE
4;7/1/11;39.34;6.51;FALSE
4;14/1/11;31.6;6.51;FALSE
4;21/1/11;38.34;6.51;FALSE
4;28/1/11;40.6;6.51;FALSE
4;4/2/11;34.61;6.51;FALSE
4;11/2/11;33.29;6.51;TRUE
4;18/2/11;48.17;6.51;FALSE
4;25/2/11;49;6.51;FALSE
4;4/3/11;46.56;6.51;FALSE
4;11/3/11;50.93;6.51;FALSE
4;18/3/11;51.86;6.51;FALSE
4;25/3/11;59.1;6.51;FALSE
4;1/4/11;56.99;5.946;FALSE
4;8/4/11;62.61;5.946;FALSE
4;15/4/11;62.34;5.946;FALSE
4;22/4/11;68.8;5.946;FALSE
4;29/4/11;64.22;5.946;FALSE
4;6/5/11;63.41;5.946;FALSE
4;13/5/11;70.65;5.946;FALSE
4;20/5/11;70.49;5.946;FALSE
4;27/5/11;73.65;5.946;FALSE
4;3/6/11;78.26;5.946;FALSE
4;10/6/11;80.05;5.946;FALSE
4;17/6/11;83.51;5.946;FALSE
4;24/6/11;81.85;5.946;FALSE
4;1/7/11;84.54;5.644;FALSE
4;8/7/11;84.59;5.644;FALSE
4;15/7/11;83.27;5.644;FALSE
4;22/7/11;82.84;5.644;FALSE
4;29/7/11;84.36;5.644;FALSE
4;5/8/11;86.09;5.644;FALSE
4;12/8/11;82.98;5.644;FALSE
4;19/8/11;82.77;5.644;FALSE
4;26/8/11;81.47;5.644;FALSE
4;2/9/11;77.99;5.644;FALSE
4;9/9/11;73.34;5.644;TRUE
4;16/9/11;72.76;5.644;FALSE
4;23/9/11;69.23;5.644;FALSE
4;30/9/11;72.15;5.644;FALSE
4;7/10/11;65.79;5.143;FALSE
4;14/10/11;63.75;5.143;FALSE
4;21/10/11;64.79;5.143;FALSE
4;28/10/11;55.31;5.143;FALSE
4;4/11/11;49.86;5.143;FALSE
4;11/11/11;47.12;5.143;FALSE
4;18/11/11;50.44;5.143;FALSE
4;25/11/11;47.96;5.143;TRUE
4;2/12/11;38.71;5.143;FALSE
4;9/12/11;31.64;5.143;FALSE
4;16/12/11;36.44;5.143;FALSE
4;23/12/11;35.92;5.143;FALSE
4;30/12/11;36.89;5.143;TRUE
4;6/1/12;38.64;4.607;FALSE
4;13/1/12;34.41;4.607;FALSE
4;20/1/12;42.09;4.607;FALSE
4;27/1/12;40.31;4.607;FALSE
4;3/2/12;41.81;4.607;FALSE
4;10/2/12;33;4.607;TRUE
4;17/2/12;34.19;4.607;FALSE
4;24/2/12;41.31;4.607;FALSE
4;2/3/12;50.38;4.607;FALSE
4;9/3/12;53.63;4.607;FALSE
4;16/3/12;59.81;4.607;FALSE
4;23/3/12;59.07;4.607;FALSE
4;30/3/12;72.63;4.607;FALSE
4;6/4/12;67.69;4.308;FALSE
4;13/4/12;68.69;4.308;FALSE
4;20/4/12;68.6;4.308;FALSE
4;27/4/12;76.47;4.308;FALSE
4;4/5/12;80.14;4.308;FALSE
4;11/5/12;67.64;4.308;FALSE
4;18/5/12;68.43;4.308;FALSE
4;25/5/12;77.47;4.308;FALSE
